rank	PCI	category
1	1.5672935919829514	TOFU AND TOFU PRODUCTS
2	1.395201169537761	BUTCHERS’ MEAT (INCLUDING PORK PRODUCTS), FISH
3	1.3417211203471442	MIRRORS AND FRAMES
4	1.3323618873827878	WHIPS AND PRODS
5	1.3313048418169897	TAPESTRIES
6	1.2855025208217306	EMBROIDERY
7	1.247857529427286	ARRANGEMENT OF INTERIORS AND EXTERIORS
8	1.2195001506367453	SOLID FUEL
9	1.2075408304854864	Air fresheners
10	1.170733225712119	BRUSHES FOR MACHINES
11	1.1644137879007626	FIREPLACE IMPLEMENTS
12	1.158597419509743	LAMPS, STANDARD LAMPS, CHANDELIERS, WALL AND CEILING FIXTURES, PHOTOGRAPHIC AND CINEMATOGRAPHIC PROJECTOR LAMPS
13	1.099457192833076	Handles and grips for the transport or handling of packages and containers
14	1.0773952687174972	CHEESES, BUTTER AND BUTTER SUBSTITUTES, OTHER DAIRY PRODUCE
15	1.0379852484050183	HITCHING POSTS
16	0.989654329788326	BRUSHES AND BROOMS FOR CLEANING
17	0.9033822535125338	CURTAINS AND INDOOR BLINDS
18	0.8918111150636165	Railway infrastructure components
19	0.8864976360488226	MATCHES
20	0.8826286044983899	NECKTIES, SCARVES, NECKERCHIEFS AND HANDKERCHIEFS
21	0.8813939804023895	FLAGS, FESTIVE DECORATIONS
22	0.8707517134369259	PHARMACEUTICAL PRODUCTS
23	0.8649892107245764	MARKERS, MARKS AND SHACKLES
24	0.8579801097158222	ARTIFICIAL FLOWERS, FRUIT AND PLANTS
25	0.8398387013628879	ANIMAL FOODSTUFFS
26	0.8397799931976222	FRUIT, VEGETABLES AND PRODUCTS MADE FROM FRUITS AND VEGETABLES
27	0.8321775658715742	PERCUSSION INSTRUMENTS
28	0.8242715596825776	DEVELOPING APPARATUS AND EQUIPMENT
29	0.8202979131436186	SADDLERY
30	0.8144982104841109	Devices for carrying and walking with babies and children
31	0.8139413268537095	BICYCLE AND MOTORCYCLE RACKS
32	0.8107594646849022	ROPES AND HOOPING MATERIALS
33	0.8083849299348224	WIND INSTRUMENTS
34	0.7928275269541608	TELPHER CARRIERS, CHAIR LIFTS AND SKI LIFTS
35	0.7914150544841205	Wigs and false beauty articles
36	0.7818850378981113	HAMPERS, CRATES AND BASKETS
37	0.7788128749061355	TARGETS AND ACCESSORIES
38	0.7633241494758264	SPUN ARTICLES
39	0.7556041444077817	MECHANICAL INSTRUMENTS
40	0.7524080961138736	TYPE AND TYPE FACES
41	0.7491384406292609	RIBBONS, BRAIDS AND OTHER DECORATIVE TRIMMINGS
42	0.7326748688623131	CIGAR CASES, CIGARETTE CASES, TOBACCO JARS AND POUCHES
43	0.718302370206935	PAINTBRUSHES, BRUSHES FOR USE IN COOKING
44	0.7082789651642558	PERCHES AND OTHER CAGE ATTACHMENTS
45	0.7049086409146703	STEPS, LADDERS AND SCAFFOLDS
46	0.6863557788056999	Other sanitary equipment and accessories, not included in other classes or subclasses
47	0.6863453414023217	Hardware for curtains
48	0.680761278686562	OTHER TIME-MEASURING INSTRUMENTS
49	0.6580136487371835	CALENDARS
50	0.642071974064731	ANIMAL CLOTHING
51	0.6302590516431695	BOOKBINDING MACHINES, PRINTERS’ STAPLING MACHINES, GUILLOTINES AND TRIMMERS (FOR BOOKBINDING)
52	0.6177103609099899	REFRIGERATION MACHINERY AND APPARATUS
53	0.615423460662965	OTHER WEAPONS
54	0.6012235035920028	TOBACCO, CIGARS AND CIGARETTES
55	0.5984224378811244	HAMMERS AND OTHER SIMILAR TOOLS AND IMPLEMENTS
56	0.5876706653121065	GLOVES
57	0.5732373753245579	LOCOMOTIVES AND ROLLING STOCK FOR RAILWAYS AND ALL OTHER RAIL VEHICLES
58	0.5681331191115675	Beds, nests and furniture for animals
59	0.5632363164255368	UMBRELLAS, PARASOLS, SUNSHADES AND WALKING STICKS
60	0.5496088863924115	Cooling and freezing devices, INSULATING containers
61	0.5487741556819068	Machinery for filling, packing or packaging
62	0.5316934640471379	CLOCKS AND ALARM CLOCKS
63	0.5284994292780053	ROAD VEHICLE TRAILERS
64	0.5227720405471358	FANS
65	0.5202346520429117	OTHER KITCHEN AND TABLE UTENSILS
66	0.5080918199280362	VEHICLES DRAWN BY ANIMALS
67	0.49888164631406107	PERAMBULATORS, INVALID CHAIRS, STRETCHERS
68	0.48883194135390295	PHOTOCOPYING APPARATUS AND ENLARGERS
69	0.47691148013476886	AMMUNITION, ROCKETS AND PYROTECHNIC ARTICLES
70	0.4722648308682914	MEDALS AND BADGES
71	0.44879933836652486	TENTS AND ACCESSORIES THEREOF
72	0.44069181992662565	PALLETS AND PLATFORMS FOR FORKLIFTS
73	0.4297418515002529	CANDLESTICKS AND CANDELABRA
74	0.4118542165819916	OFFICE EQUIPMENT
75	0.4104857956834007	Grooming articles for animals
76	0.40944086742740415	FLAT-IRONS, AND WASHING, CLEANING AND DRYING EQUIPMENT
77	0.4088844549103488	MACHINES AND APPLIANCES FOR PREPARING FOOD OR DRINK, NOT ELSEWHERE SPECIFIED
78	0.40329095749907967	OTHER AMUSEMENT AND ENTERTAINMENT ARTICLES
79	0.38790144514088537	FOOTWEAR, SOCKS AND STOCKINGS
80	0.37401302174002216	PRINTING MACHINES
81	0.3692988586973761	PROJECTILE WEAPONS
82	0.3682124352263753	HANDLES, KNOBS AND HINGES
83	0.35745692868952844	GRAPHIC SYMBOLS AND LOGOS, SURFACE PATTERNS, ORNAMENTATION
84	0.3384614897884683	TRACTORS
85	0.33718581152871696	Stands and holders for household appliances and utensils
86	0.33562448929616884	Litter BOXES and devices for removing animal excrement
87	0.33094495594535456	BAKERS’ PRODUCTS, BISCUITS, PASTRY, PASTA AND OTHER CEREAL PRODUCTS, CHOCOLATES, CONFECTIONERY, ICES
88	0.3208745155196809	SCREWDRIVERS AND OTHER SIMILAR TOOLS AND IMPLEMENTS
89	0.32011409055814366	CARPETS, MATS AND RUGS
90	0.3179070613394625	WASHING, CLEANING AND DRYING MACHINES
91	0.31559475570579076	CLOSING MEANS AND ATTACHMENTS
92	0.2990398318482026	COMPOSITE FURNITURE
93	0.2888380897372252	FEEDERS AND WATERERS
94	0.28433718366079747	LUMINOUS DEVICES FOR VEHICLES
95	0.28318063447207553	COSMETIC PRODUCTS
96	0.278329640011225	DISPLAY AND SALES EQUIPMENT
97	0.2749872190937836	PARTS AND ACCESSORIES FOR LIGHTING APPARATUS, NOT INCLUDED IN OTHER CLASSES OR SUBCLASSES
98	0.2726366861571665	[vacant]
99	0.2689034201438286	TORCHES, HAND LAMPS AND LANTERNS
100	0.26253911580133144	Equipment for urination and defecation
101	0.25805261074660496	BEDS
102	0.25680761511094485	Sanitary appliances for HYGIENIC PURPOSES
103	0.23041961075721165	TABLES AND SIMILAR FURNITURE
104	0.22640393833193428	LUMINOUS SOURCES, ELECTRIC OR NON-ELECTRIC
105	0.22545244527155045	OTHER VEHICLES
106	0.20414603301815962	KEYBOARD INSTRUMENTS
107	0.20056337875824937	Table cutlery
108	0.19869294317448766	PIPES, CIGAR AND CIGARETTE HOLDERS
109	0.1890245506650846	HUNTING AND FISHING EQUIPMENT
110	0.1876302347643384	STRINGED INSTRUMENTS
111	0.17955769668889676	SHIPS AND BOATS
112	0.17915820159040408	CUTTING TOOLS AND IMPLEMENTS
113	0.173256958498098	HEATING EQUIPMENT
114	0.17144645122061244	BLANKETS AND OTHER COVERING MATERIALS, HOUSEHOLD LINEN AND NAPERY
115	0.16235120002009532	FASTENING, SUPPORTING OR MOUNTING DEVICES NOT INCLUDED IN OTHER CLASSES
116	0.14319659318679	STORAGE FURNITURE
117	0.12546495673391636	Recording and data storage media
118	0.1189196826779198	METAL FITTINGS AND MOUNTINGS FOR DOORS, WINDOWS AND FURNITURE, AND SIMILAR ARTICLES, NOT INCLUDED IN OTHER CLASSES OR SUBCLASSES
119	0.11094880382345967	WALKING AIDS
120	0.09886931644074841	CLOTHES HANGERS
121	0.09689156622270338	TYRES AND ANTI-SKID CHAINS FOR VEHICLES
122	0.0855690506095536	TOOLS AND IMPLEMENTS FOR DRILLING, MILLING OR DIGGING
123	0.0466076322710127	SPECIAL-PURPOSE VEHICLES
124	0.046239044721940625	JEWELLERY
125	0.029432694656077056	MATERIALS FOR DRESSING WOUNDS, NURSING AND MEDICAL CARE
126	-0.021766208638204623	PUMPS AND COMPRESSORS
127	-0.023026491297427048	OTHER HOUSEHOLD RECEPTACLES
128	-0.025794400711280717	ENGINES
129	-0.03555789976141853	PROSTHETIC ARTICLES
130	-0.03802258469800233	LIGHTERS
131	-0.04798838430127953	GYMNASTICS AND SPORTS APPARATUS AND EQUIPMENT
132	-0.04996021701175004	Solar equipment
133	-0.065940979322515	AIRCRAFT AND SPACE VEHICLES
134	-0.07249028032559378	REFUSE AND TRASH CONTAINERS AND STANDS THEREFOR
135	-0.07550806310999489	HOUSES, GARAGES AND OTHER BUILDINGS
136	-0.08601983340096857	WRITING PAPER, CARDS FOR CORRESPONDENCE AND ANNOUNCEMENTS
137	-0.08757402725190383	APPLIANCES AND UTENSILS, HAND-OPERATED, FOR PREPARING FOOD OR DRINK
138	-0.10781832033265266	BOOKS AND OTHER OBJECTS OF SIMILAR OUTWARD APPEARANCE
139	-0.11117803973295862	ASHTRAYS
140	-0.11594017553811509	TEXTILE, SEWING, KNITTING AND EMBROIDERING MACHINES, INCLUDING THEIR INTEGRAL PARTS
141	-0.12265297031449746	DEVICES AND EQUIPMENT FOR ACCIDENT PREVENTION AND FOR RESCUE, NOT ELSEWHERE SPECIFIED
142	-0.12339438727302193	TEACHING MATERIALS AND APPARATUS
143	-0.12584377316294834	BUILDING MATERIALS
144	-0.12600571189084797	GAMES AND TOYS
145	-0.1455669862792797	HAIR STYLING APPARATUS AND INSTRUMENTS
146	-0.154172037589899	PENS, CAGES, KENNELS AND SIMILAR SHELTERS
147	-0.16271290802264451	ARTIFICIAL OR NATURAL SHEET MATERIAL
148	-0.18066391674922938	OPTICAL ARTICLES
149	-0.1812806429581531	PREFABRICATED OR PRE-ASSEMBLED BUILDING PARTS
150	-0.18471671183260308	WATCHES AND WRIST WATCHES
151	-0.19183410498392423	HABERDASHERY AND CLOTHING ACCESSORIES
152	-0.21720594602405108	PROJECTORS AND VIEWERS
153	-0.24147772318009447	TRAPS, ARTICLES FOR PEST KILLING
154	-0.252730705571335	DEVICES AND EQUIPMENT AGAINST FIRE HAZARDS
155	-0.2646168606159301	MATTRESSES AND CUSHIONS
156	-0.27122539345193114	SIGNALLING APPARATUS AND DEVICES
157	-0.2903221363682115	PARTS, EQUIPMENT AND ACCESSORIES FOR VEHICLES, NOT INCLUDED IN OTHER CLASSES OR SUBCLASSES
158	-0.3097317341023032	CONSTRUCTION AND MINING MACHINERY
159	-0.3101764244875427	TRUNKS, SUITCASES, BRIEFCASES, HANDBAGS, KEYHOLDERS, CASES SPECIALLY DESIGNED FOR THEIR CONTENTS, WALLETS AND SIMILAR ARTICLES
160	-0.31769034918888467	LOCKING OR CLOSING DEVICES
161	-0.352263191679656	SEATS
162	-0.3648036198549141	PUBLIC LIGHTING FIXTURES, OUTDOOR LIGHTING, STAGE LIGHTING
163	-0.37712020742230334	AUTOMATIC VENDING MACHINES
164	-0.3927048092916019	Electronic cigarettes AND OTHER ELECTRONIC SMOKING SUPPLIES
165	-0.417833769836167	GENERATORS AND MOTORS
166	-0.42801054128804167	MOTOR CARS, BUSES AND LORRIES
167	-0.43502286741337565	HEADWEAR
168	-0.4435682883617339	MACHINE TOOLS, ABRADING AND FOUNDING MACHINERY
169	-0.4799240009357164	LACE
170	-0.5253934485708809	STORAGE CANS, DRUMS AND CASKS
171	-0.5290548170295584	TOILET BRUSHES, CLOTHES BRUSHES AND SHOE BRUSHES
172	-0.5311734243214994	ELEVATORS AND HOISTS FOR LOADING OR CONVEYING
173	-0.5689633652078032	SIGNS, SIGNBOARDS AND ADVERTISING DEVICES
174	-0.6086000616511417	HANDCARTS, WHEELBARROWS
175	-0.6447185960025402	EQUIPMENT FOR DISTRIBUTION OR CONTROL OF ELECTRIC POWER
176	-0.7019775084951786	TRINKETS, TABLE, MANTEL AND WALL ORNAMENTS, FLOWER VASES AND POTS
177	-0.7492088673821651	OTHER FURNITURE AND FURNITURE PARTS
178	-0.8094028045852174	Holders, stands and supports for electronic equipment, not included in other classes
179	-0.8528456063161094	ACCESSORIES
180	-0.9559067778138675	COOKING APPLIANCES, UTENSILS AND CONTAINERS
181	-0.9943830542864573	FLUID DISTRIBUTION EQUIPMENT
182	-1.0111990635942019	TYPEWRITERS AND CALCULATING MACHINES
183	-1.0239083692026452	VENTILATION AND AIR-CONDITIONING EQUIPMENT
184	-1.0676075111343002	Toys AND TRAINING EQUIPMENT for animals
185	-1.1084663593386712	OTHER MEASURING INSTRUMENTS, APPARATUS AND DEVICES
186	-1.13991413992718	TEXTILE FABRICS
187	-1.166797711852402	UNDERGARMENTS, LINGERIE, CORSETS, BRASSIÈRES, NIGHTWEAR
188	-1.299973872345063	SCREEN DISPLAYS AND ICONS
189	-1.323404023510238	AGRICULTURAL AND FORESTRY MACHINERY
190	-1.3724294908036767	PHOTOGRAPHIC CAMERAS AND FILM CAMERAS
191	-1.3782500816592187	TOILET ARTICLES AND BEAUTY PARLOR EQUIPMENT
192	-1.393149551498381	CASINGS, CASES, DIALS, HANDS AND ALL OTHER PARTS AND ACCESSORIES OF INSTRUMENTS FOR MEASURING, CHECKING AND SIGNALLING
193	-1.4569605010131415	OTHER TOOLS AND IMPLEMENTS
194	-1.542429450895618	BOXES, CASES, CONTAINERS, TIN CANS
195	-1.5671698322692564	OTHER PRINTED MATTER
196	-1.6186724694367411	GARMENTS
197	-1.6376301671294826	BOTTLES, FLASKS, POTS, CARBOYS, DEMIJOHNS, AND PRESSURIZED CONTAINERS
198	-1.6748769985234588	CYCLES AND MOTORCYCLES
199	-1.676553891114658	EQUIPMENT FOR THE RECORDING OR REPRODUCTION OF SOUNDS OR PICTURES
200	-1.9149099685011974	MEDICAL INSTRUMENTS, INSTRUMENTS AND TOOLS FOR LABORATORY USE
201	-1.9641076185667896	MATERIALS AND INSTRUMENTS FOR WRITING BY HAND, FOR DRAWING, FOR PAINTING, FOR SCULPTURE, FOR ENGRAVING AND FOR OTHER ARTISTIC TECHNIQUES
202	-2.009617386343297	CHINA, GLASSWARE, DISHES AND OTHER ARTICLES OF A SIMILAR NATURE
203	-2.075464260303651	MISCELLANEOUS
204	-2.2247874708526925	APPARATUS AND EQUIPMENT FOR DOCTORS, HOSPITALS AND LABORATORIES
205	-2.7045458824077087	BAGS, SACHETS, TUBES AND CAPSULES
206	-2.7392973124368605	TELECOMMUNICATIONS EQUIPMENT, WIRELESS REMOTE CONTROLS AND RADIO AMPLIFIERS
207	-3.0805741459503424	POWER TRANSFORMERS, RECTIFIERS, BATTERIES AND ACCUMULATORS
208	-4.902933579302547	INSTRUMENTS, APPARATUS AND DEVICES FOR CHECKING, SECURITY OR TESTING
209	-6.372469357907143	DATA PROCESSING EQUIPMENT AS WELL AS PERIPHERAL APPARATUS AND DEVICES
