rank	DCI	category
1	1.8822758279377085	Rwanda
2	1.455824642931127	Saint Lucia
3	1.0577374601837357	Burundi
4	1.0254200908876139	Poland
5	1.0234022198282275	Dominica
6	0.9606957242695329	New Zealand
7	0.9398061052677186	Sweden
8	0.9295490308873252	Israel
9	0.9266329644077022	Germany
10	0.9264199404003236	Australia
11	0.9251166833987665	Netherlands
12	0.9200134670421581	United Kingdom
13	0.8956822978412032	Barbados
14	0.8948240960298692	Portugal
15	0.8910724690982976	Belgium
16	0.8901850339510892	Austria
17	0.8882371104423115	United States of America
18	0.8684212466306356	Tajikistan
19	0.8680557190777973	Spain
20	0.8639133080998808	Ukraine
21	0.8550908747084603	Czech Republic
22	0.8524674905187031	Romania
23	0.8462362759120382	Hungary
24	0.8451195734222191	France
25	0.8418563342341652	Denmark
26	0.8389367876776095	Switzerland
27	0.8338496337175066	Korea (Republic of)
28	0.8290756221171177	Turkey
29	0.8265744686898947	Norway
30	0.8105650902459538	Saint Kitts and Nevis
31	0.8065960831141011	Canada
32	0.8007379336756312	Italy
33	0.8006433538178476	Indonesia
34	0.794836904928325	Haiti
35	0.786114775079486	Croatia
36	0.7854360732940716	Bonaire, Saint Eustatius and Saba
37	0.7754593679201593	Bulgaria
38	0.7752051377940679	Estonia
39	0.7691274216041437	Slovakia
40	0.7674463301379002	India
41	0.7658816039888682	North Macedonia (Republic of)
42	0.7212666784954481	Saint Vincent and the Grenadines
43	0.7175326188821632	Ireland
44	0.704025940164019	Gabon
45	0.6967414787975198	Slovenia
46	0.6812579918352817	Lithuania
47	0.6708621648227124	Belize
48	0.6661062996782442	Brazil
49	0.6557370215250774	South Africa
50	0.6544639506500117	Mexico
51	0.6529527295060807	Greece
52	0.6339991649572565	Peru
53	0.6158023574247447	Philippines
54	0.5988477850904012	Japan
55	0.5979292989820085	China
56	0.5906527071755314	Malta
57	0.5809641171835165	Kenya
58	0.5785945678657343	Sierra Leone
59	0.5737996940391002	Malaysia
60	0.5706329273539943	Latvia
61	0.5662132698763184	Iceland
62	0.5578878054490044	Russian Federation
63	0.5406712404074868	Panama
64	0.5379021840949254	Liechtenstein
65	0.5149109283833183	Luxembourg
66	0.5054697613097044	Cuba
67	0.4920854232708845	Sri Lanka
68	0.47052132776137734	Viet Nam
69	0.46121236266860643	Grenada
70	0.4610588295355318	Colombia
71	0.46098485531345645	Belarus
72	0.46034107683770153	Singapore
73	0.4539493109460547	Cyprus
74	0.4370710831784908	Azerbaijan
75	0.40499621762032234	Moldova (Republic of)
76	0.3840240433244447	Chile
77	0.3579287470830829	Serbia
78	0.33577915633913274	Monaco
79	0.32242553167713633	Argentina
80	0.31542702473824186	Senegal
81	0.31414007116534093	Georgia
82	0.3103992063114111	Egypt
83	0.30594056145339044	United Arab Emirates
84	0.24916729237274338	Qatar
85	0.22705282303351657	Iran (Islamic Republic of)
86	0.22130882027531107	Uganda
87	0.15572997764926164	Namibia
88	0.1055003935057389	Saudi Arabia
89	0.09375729086427978	Costa Rica
90	0.086548907050949	Guinea
91	0.07756827114043977	Cambodia
92	0.06215221025288728	Oman
93	0.03568576371322474	Bosnia and Herzegovina
94	0.023872698880425654	Germany (West)
95	0.023158829894137794	Albania
96	0.022014915055109965	Andorra
97	0.008389224984124333	Dominican Republic
98	-0.006431240279111643	Bahamas
99	-0.04826090976961352	Zimbabwe
100	-0.06630463253848524	Ecuador
101	-0.12006036159360396	Seychelles
102	-0.138137036354068	Tunisia
103	-0.15200530456665048	Cameroon
104	-0.22694148466724642	Samoa
105	-0.2651862350467708	Brunei Darussalam
106	-0.2776668041610392	Eswatini
107	-0.34418463094731494	Djibouti
108	-0.3617854457854131	Guatemala
109	-0.36341029155507065	Jamaica
110	-0.3928428463278138	Mauritius
111	-0.422268697892772	Ethiopia
112	-0.42606462057430605	Morocco
113	-0.4598674288136332	Lebanon
114	-0.5084673032840775	Guyana
115	-0.5392323033943119	Ghana
116	-0.5629760970840351	Liberia
117	-0.5960997533688241	Jordan
118	-0.6054123251504546	Trinidad and Tobago
119	-0.6202372735429836	Curacao
120	-0.657930313594936	Lao People's Democratic Republic
121	-0.6866447179056704	Uruguay
122	-0.7160997676395452	Algeria
123	-0.7326982763241029	Pakistan
124	-0.7487581066609454	Armenia
125	-0.753878937304307	Nepal
126	-0.8134574566590191	Bhutan
127	-0.9089861949457289	Zambia
128	-1.0632433606710885	Serbia and Montenegro
129	-1.0922584137812745	Kyrgyzstan
130	-1.108115195829694	Venezuela (Bolivarian Republic of)
131	-1.145999342871151	Bahrain
132	-1.1489199986810195	Kazakhstan
133	-1.160046726733084	Bangladesh
134	-1.1723820599124393	Madagascar
135	-1.1917074089824746	Niger
136	-1.259657316551788	Nigeria
137	-1.2666671433164567	Sudan
138	-1.355852496283952	Bolivia (Plurinational State of)
139	-1.422993508397438	Antigua and Barbuda
140	-1.4400980149712947	Korea (Democratic People's Republic of)
141	-1.4512189804817246	Mali
142	-1.4812460460579995	Honduras
143	-1.512496558586063	El Salvador
144	-1.5569104861455172	Montenegro
145	-1.611167839120616	Syrian Arab Republic
146	-1.7920817568294962	Paraguay
147	-1.892144393103255	Turkmenistan
148	-1.9221299481355683	Comoros
149	-2.1402000302953175	Democratic Republic of the Congo
150	-2.3541774284092316	Yemen
151	-2.613348880023822	Uzbekistan
152	-3.0384661206755257	Papua New Guinea
153	-3.9121214666303463	Benin
154	-3.9380117878481413	Sint Maarten (Dutch part)
