rank,DCI,category
1,1.2281643482594462,Spain
2,1.195266247164953,Poland
3,1.1602568317641233,Denmark
4,1.144913005586217,Belgium
5,1.0877156623912647,Germany
6,1.086621456692995,Austria
7,1.0752558966327888,Netherlands
8,1.0530522113570466,Sweden
9,1.0529205080249227,New Zealand
10,1.0207166303762594,France
11,1.017945116226489,Czech Republic
12,1.0135032063544396,Portugal
13,1.0071174930091584,United Kingdom
14,0.9858486409989515,Italy
15,0.9811141844661166,Switzerland
16,0.9543432351606597,Australia
17,0.8816437063352088,Ukraine
18,0.879668632610988,United States of America
19,0.8757516108979234,Hungary
20,0.8672683138550908,Norway
21,0.8399921389529617,Israel
22,0.8239658055739623,Croatia
23,0.8049697258461789,Korea (Republic of)
24,0.7858791952870933,Estonia
25,0.7568332883414726,Canada
26,0.7384142613790118,Indonesia
27,0.7249218509230841,Bulgaria
28,0.7022097696801932,Romania
29,0.6769899545795283,India
30,0.6616784691286389,Slovenia
31,0.6333875926547562,Philippines
32,0.5828192336268135,Turkey
33,0.5483047629967454,Slovakia
34,0.5421136360885916,Lithuania
35,0.5412853386786629,Latvia
36,0.5377779634862626,Ireland
37,0.5224835927472752,Mexico
38,0.5183626578926208,Brazil
39,0.5150369874754164,North Macedonia (Republic of)
40,0.5018190325090792,Peru
41,0.5008244036726232,Moldova (Republic of)
42,0.4525628563008951,Greece
43,0.4490963755444145,South Africa
44,0.43994415024296324,Malaysia
45,0.3989986998699935,Belarus
46,0.38356559154988706,Cuba
47,0.37485072869721603,Sri Lanka
48,0.3501029645501819,Russian Federation
49,0.2407969571058944,Cyprus
50,0.20758169576851404,Japan
51,0.18641107134932142,Serbia
52,0.13115310875951744,Singapore
53,0.09680214351746712,Argentina
54,0.0926516344334361,United Arab Emirates
55,0.0820309575812198,Kenya
56,0.06605153018994714,Viet Nam
57,0.06063315296775865,Bosnia and Herzegovina
58,0.04118259201435731,Qatar
59,0.025383209074859126,Egypt
60,-0.06077080021006838,Colombia
61,-0.08349254664084063,Georgia
62,-0.09604177023527223,Iran (Islamic Republic of)
63,-0.13508654197974576,Guatemala
64,-0.25894521699088285,Costa Rica
65,-0.2668827437008944,Chile
66,-0.2905834069873642,Tunisia
67,-0.29272714918140474,Cambodia
68,-0.3108703191659633,Albania
69,-0.34367154537029704,China
70,-0.4500100583477073,Panama
71,-0.5166795774283895,Dominican Republic
72,-0.5579272697716765,Saudi Arabia
73,-0.5650523732118046,Mauritius
74,-0.6598377862625249,Oman
75,-0.6768680021431216,Guinea
76,-0.7891679251013327,Uruguay
77,-0.8337184420259031,Lebanon
78,-0.8523538932728659,Jordan
79,-0.9192718574335147,Venezuela (Bolivarian Republic of)
80,-1.0241962579214512,Pakistan
81,-1.0850786314841416,Morocco
82,-1.1397946336155735,Algeria
83,-1.2461841681705932,Ethiopia
84,-1.4064419037313007,Ghana
85,-1.6399435599358334,Armenia
86,-1.664139117942595,Bahrain
87,-1.764309721010737,Nepal
88,-1.8667378316503662,Bangladesh
89,-1.9206243710157265,Kyrgyzstan
90,-1.9552542772003876,Syrian Arab Republic
91,-2.244882323246607,Kazakhstan
92,-2.262577538926836,Korea (Democratic People's Republic of)
93,-2.361227666220943,Nigeria
94,-2.605635167353521,Democratic Republic of the Congo
95,-2.961969624315672,Yemen
